Domain	Phylum	Class	Order	Family	Genus	Species	Strain
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Pseudomonas_phage_PaP2	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Pseudomonas_phage_PaP2	PRJNA14377
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Streptococcus_phage_Cp_1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Streptococcus_phage_Cp_1	PRJNA14584
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	C2likevirus	C2likevirus_unclassified	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	C2likevirus	Lactococcus_phage_bIL67	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	C2likevirus	Lactococcus_phage_bIL67	PRJNA32321
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Bacteroides_phage_B124_14	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Bacteroides_phage_B124_14	PRJNA82753
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactobacillus_phage_Lc_Nu	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactobacillus_phage_Lc_Nu	Lactobacillus_phage_Lc_Nu_unclassified
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactobacillus_phage_Lc_Nu	PRJNA14475
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactobacillus_phage_PL_1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactobacillus_phage_PL_1	PRJNA227007
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_936_sensu_lato	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_936_sensu_lato	PRJNA14087
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_936_sensu_lato	PRJNA17737
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_BM13	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_BM13	PRJNA213076
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_P335_sensu_lato	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_P335_sensu_lato	PRJNA14281
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_P680	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_P680	PRJNA213080
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_jm3	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_jm3	PRJNA213075
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_r1t	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_r1t	PRJNA14225
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_ul36	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Lactococcus_phage_ul36	PRJNA14331
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Propionibacterium_phage_P14_4	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Propionibacterium_phage_P14_4	PRJNA177530
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Propionibacterium_phage_PAD20	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Propionibacterium_phage_PAD20	PRJNA66341
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Salmonella_phage_Vi_II_E1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Salmonella_phage_Vi_II_E1	PRJNA29079
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Shigella_phage_pSf_1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Shigella_phage_pSf_1	PRJNA206484
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Staphylococcus_phage_PVL	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Staphylococcus_phage_PVL	PRJNA14392
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_ALQ13_2	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_ALQ13_2	PRJNA42593
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Abc2	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Abc2	PRJNA42791
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_DT1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_DT1	PRJNA15124
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Dp_1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Dp_1	PRJNA64617
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_O1205	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_O1205	PRJNA14226
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Sfi11	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_Sfi11	PRJNA14054
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_TP_778L	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Siphoviridae_noname	Streptococcus_phage_TP_778L	PRJNA227111
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	T5likevirus	T5likevirus_unclassified	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Tunalikevirus	Klebsiella_phage_KP36	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Siphoviridae	Tunalikevirus	Klebsiella_phage_KP36	PRJNA183428
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Circoviridae	Gyrovirus	Chicken_anemia_virus	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Circoviridae	Gyrovirus	Chicken_anemia_virus	PRJNA15484
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Polyomaviridae	Polyomavirus	JC_polyomavirus	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Polyomaviridae	Polyomavirus	JC_polyomavirus	PRJNA15477
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Alpharetrovirus	Avian_myelocytomatosis_virus	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Alpharetrovirus	Avian_myelocytomatosis_virus	PRJNA14909
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Alpharetrovirus	Fujinami_sarcoma_virus	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Alpharetrovirus	Fujinami_sarcoma_virus	PRJNA14708
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Gammaretrovirus	Porcine_type_C_oncovirus	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Gammaretrovirus	Porcine_type_C_oncovirus	PRJNA14126
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Retroviridae_noname	Avian_endogenous_retrovirus_EAV_HP	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Retroviridae	Retroviridae_noname	Avian_endogenous_retrovirus_EAV_HP	PRJNA15213
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Viruses_noname	Viruses_noname	Enterobacteria_phage_HK544	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Viruses_noname	Viruses_noname	Viruses_noname	Enterobacteria_phage_HK544	PRJNA183160
